product_name,discounted_price,rating,rating_count,about_product,review_content,overall_sentiment_score,overall_sentiment_intensity
Noise ColorFit Pro 2 Full Touch Control Smart Watch with 35g Weight & Upgraded LCD Display (Deep Wine),1499.0,4.0,92588.0,"The brilliant 1.3"" colour display is now full capacitive touch, supporting taps and swipes, so it is easy to read and operate. Watch case material : Polycarbonate. Scratch Resistant : Yes|Find, invite and add friends to your list; track their achievements and get fit together|9 sports modes to cover all your activities, whether you walk, run, hike, bike, treadmill, work-out, climb, spin, or perform yoga. Capacity - 210mAh, Charging Time - 2 hours|Log in to NoiseFit app and track your health and fitness details. Get insights on your progress and share your achievements with the world","I really like this product. Gifted to my sister, and she likes it,Great ⌚,Good product,Nice 👍,Thik hai,In this price range it's ok product,Color so nice..I loved it,Need some more features:(",290,0.5
"Redmi Note 11T 5G (Aquamarine Blue, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers| Get 2 Months of YouTube Premium Free!",16999.0,4.1,31822.0,"Processor: MediaTek Dimensity 810 Octa-core 5G processor based on 6nm process with HyperEngine 2.0 and clock speed up to 2.4GHz;|Display: 6.6 inch FHD+ (2400x1080) Dot display with 90Hz high refresh rate and adaptive refresh rate technology; 240Hz touch sampling rate;|Camera: 50MP High resolution primary camera f/1.8 with 8MP Ultra-wide sensor| 16 MP Front camera|Battery: 5000mAh battery with 33W Pro fast charging support|Memory, Storage : 6GB LPDDR4X RAM | 128GB UFS2.2 Internal storage|Headphones jack:3.5 mm,Display type:LCD,Operating system:MIUI 12.5 based on Android 11","Good one display is good battery life is very good camera quality is good for me finger printer placement is not good can't be used with both hands,Using it from last 3 months now. Battery backup is good , camera is good and in this price range this is one of the good option as of now,The best phone in 2k22 I have purchased in 30sep but on 2dec my mobile stolen during this period I have used 7-8 hrs in a day continuesly but there's no lag problem battery life is good the speaker is not good I think in this mobile there is one problem I face,-Phone runs amazing with the dimensity 810 and I only have praise for the performance-90Hz refresh rate is eye opening coming from a 60hz phone-Build is pretty solid and the back has a nice texture that doesnt build up fingerprints much-Redmi has packed the phone with some neat features such as the IR blaster and the surprisingly amazing DAC which redmi didnt even flex about in the marketing. (my headphones sound miles better out of this phone than my laptop smh)-Included phone cover is alright and its nice of redmi to throw one in (hole around headphone jack couldve been bigger though as it interferes with any aux cables with chonky housings.)-Only complaints id have are that the design is kinda mid; doesnt look very amazing, but nothing to complain about either hmhm-Cannot comment on camera quality as I am a pleb who doesnt know how to nitpick at camera quality :P-Included screen protector is reaally bad( its only been under a month and there are already scratches around the lower screen where id be typing). So highly recommend peeling it off and taking your chances with the Gorilla Glass or just getting something aftermarketOverall strongly recommend if you're into a solidly built phone that focuses on getting stuff done rather than sitting around and looking pretty,Good,If you buy phone for camera purpose then don't buy this. But overall average mobile under this price. Battery backup very good and changing time apx 40-50 minutes for 1 to 100%.,good,It's a good product for normal daily use.Camera quality is not up to the mark.Overall a good product.",99,0.495
"Newly Launched Boult Dive+ with 1.85"" HD Display, Bluetooth Calling Smartwatch, 500 Nits Brightness, 7 Days Battery Life, 150+ Watch Faces, 100+ Sport Modes, IP68 Waterproof Smart Watch (Jet Black)",1999.0,4.3,240.0,"Bluetooth calling: Enjoy convenience with smart Bluetooth calling, right on your wrist. Dedicated speaker and microphone and AI voice assistance only elevate the experience.|Superior battery power: Leave the stress of charging frequently as Dive Plus offers 7 days of standard usage, 25 days of standby time, 2.5 for a full charge, and 2-3 days of battery backup with heavy Bluetooth calling. Type C Lightning Boult charging: No more waiting game. Dive Plus with Type-C fast charging delivers 2 days of standard usage in a mere 15 minutes of charging.|1.85” HD display: Get a clearer picture with the premium 1.85” HD display, and 500 Nits brightness that gives you a vivid picture even during the brightest hours of the day.|100+ sports modes: Flex how you like. Dive Plus offers you 100+ sports modes to activate your fitness regime.|150+ Cloud-based watch faces: Flaunt a new look each day with more than 150 cloud-based watch faces, and custom watch face option.|Complete health monitor: With sedentary reminder, calorie counter, sleep monitor, and many more, Dive Plus let you keep a track of your overall health the smart way.|Multiple colour options: Dive Plus is available in Tan, Icy Blue, and Jet Black. So pick the one that matches you best.","The sensors has burnt at two point of more than 3mm dia on my wrist upon wearing overnight and I have abandoned using it out of fear.  Had enclosed photos herewith.,Worst to buy, it's belt quality is totally poor, performance is average, not proper tracing of activities and battery life is too average.,Value for money,It's  good,Low batter life,Nice Smartwatch, Big Display, Long Battery Life, Max Features,Good,Good product",98,0.49
"OnePlus Nord Watch with 1.78” AMOLED Display, 60 Hz Refresh Rate, 105 Fitness Modes, 10 Days Battery, SPO2, Heart Rate, Stress Monitor, Women Health Tracker & Multiple Watch Face [Midnight Black]",4999.0,3.8,758.0,"【1.78"" AMOLED display】500nit peak brightness & 368*448 resolution with 326 PPI. The display content of the screen can be clearly seen even under strong sunlight.|【60 Hz Refresh Rate】Fast & Smooth Experience with 60Hz smoothest smart watch refresh rate & minimalist round 2.5D. Reduces motion blur and makes action feel smoother, can make the picture appear sharper, and can make smartwatches feel more responsive and speedy.|【N Health App Integration】: Download this mobile application on your smartphone & connect with your Nord Smartwatch. You can easily check insights of your health stats. 【105 fitness modes with 2 automatically detect modes】Choose your own exercise mode from a long list including Yoga, Meditation, Cricket & various others.|【Enhanced Battery Life】Long-lasting 30 days standby time with 10 days of battery life. Call & message notification and Music & camera control. 【IP68 waterproof & dust resistant】 【Metal watch case】with OnePlus watch Sporty strap – Fashionable smartwatch|【One Tap Measurement】Smart health monitoring technology – SpO2 Blood Oxygen, 24 hour heart-rate, Sleep tracking, All day stress tracking and many more. 【Women health tracking】- Tracking menstrual cycles digitally for early prediction of periods.  【Bluetooth 5.2 】- Helps highly reduce the power consumption of the watch and brings better stable and fast transmission Android & IOS compatible ( Android 6.0 & IOS 11.0 and above).","I really suprise there is no Bluetooth calling and no gpsAlthough brand is good but if there is Bluetooth and gps it will be extra good for buyers,Pleas add bluthooth calling so your watch selling will increase,Its a premium build watch with mid range features. It needs a lot of software updates to fix bugs and bad design choices. I returned the watch after a day's use because the features didn't warrant the price i was paying for it.The same notification appears twice in the watchNotifications that i have cleared from my phone dont go away from the watch and it even vibrates randomly, showing the old notifications.When i want to clear a notification, i have to swipe to the left for the delete icon to appear and then tap on the delete icon. Why the extra step? Why not just consider swiping left as a removal of notifications?Calls on the watch only have the reject button. There is no button to accept the call from the watch.Google Fit Sync doesnt workYou can only store 5 watch faces at a time. Also the variety of watchfaces isn't a lot, which is probably understandable because it just releasedWith a couple of software updates  this would be a really competitive watch, hopefully they dont abandon it  , like they abandoned updating the OnePlus Watch,https://m.media-amazon.com/images/I/61OuSyAi-0L._SY88.jpg,Nice watch at 4499 Price I have used City Bank credit card for availing discount,,The functions are super smooth although the N-health app sometimes does not track exercise, overall the watch is great product.,Plz update and add call receiving option",198,0.5
"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong & Durable 1.5-Meter Nylon Braided USB Cable for Micro USB Devices - (Black)",99.0,3.9,24870.0,"Fast Charging & Data Sync: Solero MB301 micro USB cable supports fast charge up to 5V/3A for devices and data syncing speed up to 480Mbps.|Universal Compatibility: This USB charging cable connects micro USB port devices with standard USB port devices like laptops, hard drives, power banks, wall and car chargers, etc.|Rough & Tough USB Cable: Charging cable with a double-braided exterior, premium aramid fiber core and metal plugs. It has passed 10,000 bending tests and can easily withstand daily use.|Extended Length: 1.5-meter long micro USB data and charging cable use nylon material to protect the wire and avoid knots.|Perfect Fit Connectors: pTron Soler MB301 has passed the 5KG load test, swing test, 5000+ times connect & disconnect to ensure that there are no loose connections.","It's a good product.,Like,Very good item strong and useful USB cableValue for moneyThanks to amazon and producer,https://m.media-amazon.com/images/I/51112ZRE-1L._SY88.jpg,Good,Sturdy but does not support 33w charging,Nice product and useful product,-",197,0.505
"Noise Agile 2 Buzz Bluetooth Calling Smart Watch with 1.28"" TFT Display,Dual Button,in-Built Mic & Speaker,AI Voice Assistant, Health Suite,in-Built Games, 100 Watch Faces-(Jet Black)",2499.0,3.7,828.0,"1.28” display: Get an immersive on-screen experience with the clearest visuals upon every glance.|Bluetooth calling: Manage all your calls directly from your wrist. You can even access your dial pad and set favourite contacts.|AI voice assistant: Get things done with the convenience of your voice.|Noise Health SuiteTM: Take better care of your daily health with a series of health monitoring tools – Blood oxygen monitor, Sleep monitor, 24x7 heart rate monitor, Activity record & Breathe.|NoiseFit Track app: Make the most out of your smartwatch by pairing it to the NoiseFit Track app.|60 sports modes: Indulge in the routine of your preference with several sports modes to choose from.|Up to 7-day battery: Stay powered up for an entire week with up to 7 days of battery life.","Only issue I've had is battery life.Rest it is a great product.,Very nice watchNice touch,ok.,Nice,Good product,Battery back up need to be improved... Remaining all features are good...,Ai is not working properly,Watch is good ..but I had battery issue and alarm issues",289,0.5
"Motorola a10 Dual Sim keypad Mobile with 1750 mAh Battery, Expandable Storage Upto 32GB, Wireless FM with Recording - Dark Blue",1399.0,4.0,9378.0,"Ensured Power packed performance with Mediatek processor expandable memory upto 32 GB|Dual Sim with big 1750mAh battery gives you twice the power of other phones|Get 2 Years replacement warranty on motorola a10 keypad mobile|Modern, sturdy and Stylish Looks which you would love to flaunt|Entertain yourself with wireless FM with recording feature|Experience loud and crystal clear sound|Easily increase text size as per your convenience","rating everything is okay except voice sound during call,Battery life is very good... sound is also loud..Economical.,charger quality bad,https://m.media-amazon.com/images/I/614VMH+hRtL._SY88.jpg,Battery lasted for 15+ days with low-medium usage. All functionality works fine. Perfect for someone wanting to limit the distractions of a smartphone.,Good product for elders,Working well for about 1 year. Everything okay,There is some disturbance in the sound While using wireless FM",-1,0.005
"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 "" & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces ( Silver )",1499.0,4.2,22638.0,"Fire-Boltt is India' No 1 Wearable Watch Brand Q122 by IDC Worldwide quarterly wearable device tracker Q122.【1.69” HD Large Touch Screen】- Fire-Boltt Ninja 3 comes with a 1.69” HD Full Touch Display for smooth swipes and clear vision;【SPO2/ Oxygen, Heart Rate】 - Fire-Boltt Ninja 3 Smartwatch comes with real time 24*7 SPO2 / Blood Oxygen tracking, Dynamic Heart Rate Monitoring (If a patient is suffering from Covid 19 please use a medical device prescribed by the Doctor)|【60 workout modes】- This smartwatch consists of 60 sports mode to track. Keep a track of all your activities and compare history to analyse your performance. Count steps, distance, and calories burned.;【IP68 Water Resistant】- This smartwatch can withstand dust, spills, raindrops and is sweatproof too|【POWERFUL BATTERY】 - About 7 days battery life and a Standby Time of 25 Days 【Multiple Watch Faces】- Unlimited Customized Built in Watch Faces and also multiple watch faces through the app;【Stay Social Stay Updated】 – Inbuilt Social Media Notifications.|【All In One Smart Coach】 - Track your Daily Steps, Sleep, Fitness, Sports, Heart Rate and SPO2 【Enjoy Music And Camera Control】 【IP68 Water Resistant】- This smartwatch can withstand dust, spills, raindrops and is sweatproof too;Clasp type: Tang Buckle; water_resistance_level: water_resistant|Band Color: Silver; Included Components: 1 Smartwatch, 1 Manual, 1 Magnetic Charger, 1 Warranty Card; Band Material Type: Silicone; Case Material Type: Plastic; Connectivity Technology: Bluetooth; Human Interface Input: Touch Screenbuttons; Item Type Name: Smart Watch; Compatible Devices: Smartphonetablet; Color Name: Silver","Its only 4 days since we are using the product and based on so far usage, review is as below :PROS :1) Looks, it looks premium.2) Features at this price range3) Battery : It seems as if the battery will easily last for a week or more with normal usage ( Have closed all notifications which saves battery )4) Steps Accuracy : Will give 8 out of 105) Magnetic charger ( easy to charge )CONS :1) Have not noticed anything till now.,I ordered 2 watches for my wife and sister. Got it at the price of 1500. I am always a fan of Firebolt. And ninja 3 is very good. Touch responce is good. Good battery life. Sleep track is very occuracy. It has all necessary features and those are quite accurate. It's light weight and looks good. Over all it's an excellent product at this price.,Touch screen is not so good it takes time may be i need to use it for a while for better experience,I like the sleep tacking , heartbeat measuring , Spo2 and exercise tracking .I dislike the bluetooth of the smart watch only .  I use this watch for exercises,Battery is goodTouch screen is niceAll fixtures are very good,I like the watch style and charging is so fast,Firebolt Ninja 3Felt Good  for the watch , simple and easy,Its good, value for money, overall performance is good.",197,0.5
"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey)",899.0,4.4,13552.0,"Fast Charge: When Used With An 18W Or Higher Usb-C Wall Charger With Power Delivery You Can Charge Your Iphone To 50% Battery In Just 30 Minutes - Supported Models Include Iphone 8, 8 Plus, X, Xs, Xr, Xs Max, 11, 11 Pro, 11 Pro Max, Ipads, And More. High-Speed Data Transfer: Up To 480 Mbps For Transferring Music, Movies, And More In Seconds|Durable Friendly Design: Built With Top Rated Materials And Tested To Withstand Up To X Bend Cycles And Features Textured Grooves On Connector Ends For Improved Grip|Certified Chip: Apple Mfi Certified Charging And Syncing Cable For Your Apple Devices With Improved Chipset To Ensure Full Compatibility|This Cable Is Not Compatible With Standard Usb Chargers / Laptop Ports. Works Only With Type C Adapters And Laptop Ports. Please Check The Port Of Your Adapter Before Buying The Cable.|Connector Type: Usb Type C","Good budget mfi certified lightly cable for this price . Update usage review after 3 to 5 months .,Better than the original one in matter of robustness and durability. Better in prospect of charging . It is far better in durability from the original apple wire. Do not think more you can buy blindly worth to buy and it is mfi certified so you IOS device not damaged. But small negative point is packaging quality of the product.,The charger is a great carry on accessory while travelling without risking the original charger.Price is also very affordable and charging speed is very good with good adaptor or power bank.,Good product , can recommend all , only thing I see as issue is the material,, the cable threads peels off when stick to a Velcro materials. Other wise good product, charges very well like original,Nice,Reliable and worth it,The cable shipped in box made by Apple felt less sturdy and reliable after using one or two times and felt it would break more quickly at the lighting port and had to order Amazon basics cable which is miles better and apple MiFi certified,",296,0.505
"Flix (Beetel) Bolt 2.4 12W Dual USB Smart Charger, Made in India, Bis Certified, Fast Charging Power Adaptor with 1 Meter USB to Type C Cable for Cellular Phones (White)(Xwc-64D)",249.0,3.9,2147.0,"With The Intelligent Chip Inside, Dual Usb Wall Charger Matches The Current As Your Device'S Need Automatically. Over-Current, Over-Voltage And Short-Circuit Protection Also Effectively Protect Your Smartphones From Damage|Internal Protection Mechanisms Offers Multiple Protection Against Short-Circuit, Over-Temperature, Over-Current, Over-Voltage And More|Robust Textured Casing And Premium Internal Components Ensure Perfect Performance|Usb Charger With Dual Ports Allow You To Charge 2 Devices At The Same Time With The Total Output Of 2.4A Current.|Power Source Type: Corded Electric","i use it for powering my bluetooth speaker and another usb light. so it powers then nicely,Good charger my feedback is 1 month after giving is nice product.,Working with any types of USB either C-type or micro.Temperature always normal with 2.4amp ranges .,Adapter is good but tyape c cable is not good bought for Rs.188,Very best,@99 or 149 that's the good deal, a normal changerlet's see the warranty conditions,Good,Nice product and value for money.",196,0.5
Kyosei Advanced Tempered Glass Compatible with Google Pixel 6a with Military-Grade Anti-Explosion Edge-to-Edge Coverage Screen Protector Guard,299.0,4.5,596.0,"Kyosei Provide perfect fit, high quality materials and craftmanship|Anti-Shatter: If broken, the glass will break into small parts but stay in one piece, making it safer for glass screen of your phone.|Precise laser cut tempered glass made with polished,Base Material from Japan Asahi Glass Factory and Nippa Glue","Nicey packed , easy to install and with good quality adhesive. Perfectly fit on the screen,It's a well made basic screen protector. Application can be tricky as it comes with no aligner. But the protection it offers is goodRegards to durability to scratches..habe to wait and seeObserved the finger print recognition is affected a bit as it take an extra couple of tries to register the finger printAll in all a well made economical basic screen protector,The tempered is nice and easy to install. The adhesion could be better.,A good product at this price range,Better than other costly tempered glass,Feels premium. Touch sensitivity is good,With a little fear, I purchased this item for my new Pixel 7. To my surprise, it perfectly fits the phone, and even I was able to stick it without any bubbles. Even the touch reponse and finger print are working flawlessly There is no guide to help you stick the screen guard, which is okay as we all know how to do it. I recommend this product over the overpriced, branded screen guards. But yes, I am not sure how it acts in a drop, and I am scared to test it. But it feels like it will protect the phone display during an accidental drop.,Does the job. Thats it",198,0.5
"STRIFF 12 Pieces Highly Flexible Silicone Micro USB Protector, Mouse Cable Protector, Suit for All Cell Phones, Computers and Chargers (Black)",79.0,4.2,1949.0,"AUDIO BOOST which rewards your ears with studio grade sound quality for the most immersive gaming experience|Pre-installed I/O Shielding provides better EMI protection and more convenience for installation|On-board Wi-Fi 6 (802.11ax) with MU-MIMO support which provides a great networking performance and online gaming experience|With 3rd Gen Ryzen processors, this motherboard featurs the latest Lightning Gen 4 solution on both PCI-E and M.2 slot, which allow for faster data transfer on graphics cards, storage devices and networking devices|Enhanced Thermal Solution includes extended heatsink, 7W/mK level thermal & choke pad with 2oz thickened copper PCB to ensure best performance for gamers","A 10bucks piece can save cable worth hundreds. Totally recommend,I just received it and applied on my iphone related cables and connectors. Specially, apple accessories are not that sturdy and doesn’t last long due to breakage at the end points due to wear and tear.This seems to be a very good and low cost investment to protect all of such cables to break due to usage and wear&tear. Have applied in earphones also. Will be watching over the period if time if it indeed increases the cables life.Till now, feeling good about this useful product.,Price is high,You can go for this.,It is useful. After using it, the durability of the cable is good.,Very good product it definitely protect your cable,It doesn't really protect your cable if the cable is starting to wear out. You need to use this before the cable starts wearing out. It works only if the cable is thick enough. But overall good quality.,Good",196,0.98
"Redmi 11 Prime 5G (Thunder Black, 4GB RAM, 64GB Storage) | Prime Design | MTK Dimensity 700 | 50 MP Dual Cam | 5000mAh | 7 Band 5G",13999.0,3.9,2180.0,"Processor: MediaTek Dimensity 700 with 5G, 7nm Octa-core processor; Up to 2.2GHz|Display: 90Hz FHD+(1080x2400) AdaptiveSync Display; 16.71centimeters; 20:9 aspect ratio|Camera: 50MP AI Dual camera | 8MP Front camera|Memory, Storage & SIM: 4GB RAM | 64GB UFS 2.2 storage expandable up to 512GB with dedicated SD card slot | Dual SIM (nano+nano) dual standby (5G+5G)|Battery: 5000 mAh large battery with 18W fast charging support and 22.5W fast charger in-box with Type-C connectivity","Overall it is nice  phone at this price go for it,Tbh it's a good phone for your parents. Of you are a heavy user then don't consider this phone.Cons:-1. Slow charging (this phone usually takes around 2 hours for full charge)2. In initial days you will be impressed by the battery consumption I.e it runs 1.5 -2 days after only charging once but after few days it comes back to normal3. You will not get features like slow motion etc etc. In this price range you can get these feature on other phone Or MI variantsThis is my 15 days reviewHence I haven't tried every feature of the phoneWill come back soon after using it for months,Nill,Extent,Awesome phone, recommend to buy it.,its all okay,https://m.media-amazon.com/images/I/513nl6zJI4L._SY88.jpg,Nice",198,0.505
"Samsung Original EHS64 Wired in Ear Earphones with Mic, Black",949.0,4.2,31539.0,In Ear Volume Control. Water Resistant: Yes|Design: Canal phone|Headphone Jack: 3.5mm|6 months warranty,"The sound quality is excellent for the price, and so are the three buttons. However, the material quality isn't good, and the wite breaks after 9 months or so.,Less bass.. good sound.. quality might be better,I like to buy this headphones,Good product,  very much I like you 👍Good sound quality. Good its really very nice product. Thank you so much samsung galaxy,I have tried many wired earphones almost every brand. But this is just perfect. Mids and lows are superb. Treble and bass are balanced well. The Remote has 3 buttons, mic works well during the call.,https://m.media-amazon.com/images/I/81qrQ52Xf8L._SY88.jpg,Its not so good not so bad,Like but....?",199,0.53
"STRIFF Multi Angle Tablet/Mobile Stand. Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable,Foldable Stand.Perfect for Bed,Office, Home,Gift and Desktop (Black)",99.0,4.1,2451.0,"[PORTABLE SIZE]- 98mm*86mm, STRIFF desk phone stand is foldable and easy to slip into your pocket suitable for bed,table and home|[MULTI ANGLE ADJUSTABLE] - Directly adjust to your preferred angle among 10 different viewing angles, from 0° to 100°.Hold your smartphone or mini tablet in portrait or landscape mode safe|[PREMIUM MATERIAL] - Superior ABS and rubber pads on the bottom to protect the stand from sliding and durable in usage|[USEFUL DESKTOP CELL PHONE STAND] - Hold your smartphone or mini tablet at a comfortable angle, ideal for watching video, reading, video recording or simply browsing the web, playing games, facetime and other handsfree operation at home, office and travel|[UNIVERSAL COMPATIBILITY] - Works with all 4- 7.9 Inch smartphones, mini tablets and e-readers including iPhone X 8 8 Plus 7 7Plus 6S 6S Plus 6Plus 5 iPad mini, Google Pixel Pixel 2 Pixel XL, Nexus 5X 6P 4 5 7, LG G2 G3 G4 G5 G6 V10 V20 V30 K10 K20, Samsung Galaxy S9 S9+ S8 S8 Plus S7 Edge S6 S5 S4 J7 J3 Galaxy Note 8, HTC, Moto, Nokia, Huawei android phones and more|0|0","Perfect for a 10 inch tablet both vertically and horizontally,It was the best phone holder,Premium quality and reasonable price 👍🏼,Good,Fulfil purpose, easy to carry, solid material. Think it will last long.,Nice,Liked the product. Easy to carry, portable,  foldable, lightweight.,Good",195,0.5
"boAt Newly Launched Wave Electra with 1.81"" HD Display, Smart Calling Ultra-Seamless BT Calling Chip, 20 Built-in Watch Faces, 100 + Sports Modes, Menu Personalization, in-Built Games(Cherry Blossom)",2499.0,4.1,154.0,"Screen Size- Big and Bold meets Bright and Sharp with a 1.81” HD Display. Backed with 2.5D curved display, 550 nits brightness & its seamless edge design, it makes it the ideal metal body you want strapped on your wrist.|Seamless BT Calling- Calling made convenient with just a tap on Wave Electra. Dial and receive calls anytime, anywhere and save up to 50 contacts.|20 inbuilt Watch Faces- Be Spoilt for choice, with 20+ inbuilt watch faces. Find the one that matches your vibe with over 100+ on the cloud.|Sports Modes- Switch up your fitness and sports routines with 100+ Sports modes to choose from. Cricket, Football, Judo, Skipping, Rock Climbing, Dance, Hockey, Basketball, Volley ball and a lot more to choose from!|Personalization- Add a touch of personalisation to your watch with 2 menu style options to choose from. Easily navigate through the watch and keep all your go-to features just a swipe away by adding or deleting feature pages on the home screen.|Inbuilt Games- Get your fun on! Make and beat your high scores with 2 games - Whack-A-Mole and 2048.|HR, SpO2 & Breath- Wave electra smart watch keeps a tab on your HR and SpO2 levels and provides breath training to keep stress in check.IP Rating- This smart watch is has IP68 rating making it dust, sweat and splash resistant.","This review is based on my two days of usage. Work fine on Activity and Fitness Tracking but Sometimes Software does misbehave. Need some improvement on the Software and Not Work only with Bluetooth Connect it Requires an Internet connection for sync.  and sometimes Bluetooth does not fully Work. I believe problems which are coming may be solved by the next Software updates. Entry Label Smartwatch with calling features wise ok.,I only have one problem, sometimes it acts as a speaker, and all the sounds of whatever that is playing on phone comes from the watch. Also i would like to know if i can silent the ringtone coming from the watch. Is there any way. Please help. I am using iphone 11.,The product is really good, it feels so light during workouts it's so comfortable to wear and the reason I gave 4 stars is that the sound quality is not so great,Good looking and two things are missing 1.female health cycle2.belt strap was very smallscreen touch is very smooth and u can give some lengthy strapOver all 4/5And gps also missing,This watch is good at this price range as compared to other smartwatches but it has delayed in wake up wrists feature. Overall good look, good performance, good quality and affordable price.,https://m.media-amazon.com/images/I/71Saf3ahXhL._SY88.jpg,Very nice texture of this watch.  It is light in weight.  Very comfortable to wear.,https://m.media-amazon.com/images/I/61oENyrSG2L._SY88.jpg",296,0.5
"WeCool B1 Mobile Holder for Bikes or Bike Mobile Holder for Maps and GPS Navigation, one Click Locking, Firm Gripping, Anti Shake and Stable Cradle Clamp with 360° Rotation Bicycle Phone Mount",689.0,4.3,1193.0,Mobile Holder for Bike is an innovative solution for mounting your phone on the Handlebar. With just one click you can lock or Unlock the phone. One Button Technology. Unlike the other ways which takes long time to mount or which damages your phones|Mobile Holder for Cycle : You can Rotate your Phone 360 Degree and maximized your Flexibility and convenience of Viewing the Screen. Tilt the phone to the angle that is clear to your vision.|Mobile Stand for Bike is Stable and Safe : Soft Padded Anti Slip Silicon Gripper ensures your Phone is Fixed without Scratches and will not Fall down.The Mobile Holder is designed to reduce the Vibration and prevent Phone from scratching.|Mobile Stand is Easy to mount and you can do it Yourself. DIY. No need of any Tool to attach the Mobile holder to the HandleBar.|The Mobile mount for Bike is designed to provide Full Access to your Phone Screen. Adjust the foot Support to ensure that Power / Volume buttons are not interrupted while holding the phone.|Bike Mobile Stand that can hold the smartphones with screen size from 3.5 Inches to 6.5 Inches. Universal Mobile holder that fits all phones,"Quite firm and steady. I wish they used a little metal or hard fiber for this Like bobo company holders. But great product at this price.,Good product and good quality,stud should be provided to fasten the rear screw,Everything is good but it suppose to have a locking system bcoz anyone can remove easily at parking areas,Value for money,Quality is good,I wish there was a proper instructions manual other than on the box but it's not hard to figure out. The product is amazing. It is Sturdy and steady even on bad roads. The phone is completely safe. Buy this product without thinking twice. I loved the product so much that I have to order one more because my family members need one too.,avarage quality",97,0.495
"Sounce 360 Adjustable Mobile Phone Holder, Universal Phone Holder Clip Lazy Bracket Flexible Gooseneck Clamp Long Arms Mount for Mobile Tabletop Stand for Bedroom, Office, Bathroom, White",499.0,4.1,1475.0,"【PERFECT FOR ANY PLACES】: Perfect for watching movies & enjoying music in the bedroom, cooking in the kitchen, exercising in the gym and working in the office. Fine details and craftsmanship, make life easier. Lazy bracket for you, free your hands.|【HEAVY DUTY & STURDY HOLDER】: Large Base for Stable Mounting without Vibrations, tight and bendy arm, secures your smart phone, iPad or tablet and other electronic devices tightly to prevent the unit from falling or moving around.|【360 º ROTATION】: Designed with flexible long arms clamp, working at 360-degrees, making holder adjustable to view your device at any angle.|【COMPATIBILITY】: This ergonomic gooseneck tablet holder, compatible with all 4. 7 - 10. 5 inch cell Phones and tablets, such as iPad mini 2 3 4, iPad Pro 9. 7 10. 5, iPad 9. 7 2018/ 2017, 2018 new iPad Pro 11, iPad Air, iPad Air 2, iPad Air 4, Galaxy Tab a 10. 1 10. 5 9. 7 8, Galaxy Tab s 8 9. 7, Galaxy Tab E 9. 6, Switch.|【QUALITY GUARANTEE】: If there is any quality problem of the product itself, do not hesitate to contact us immediately. We will solve the issue to your satisfaction. Customer service is our business philosophy.","PROS: Very sturdy and stable. Not easily knocked down by kids. No fear of falling over.Mobile holder stand is very flexible, easy 360 degree rotation.Mobile holder also pretty tight., very safe to keep the mobile.The adjustable clamp is wide enough to suit any width - you can fix it on very slim or thick surfaces. Holds well.Easy to assemble according to the instructions given on the website.Overall, very satisfying.CONS: A bit tight when it comes to the gooseneck clamp. So quick adjustments (to length) may not be possible while watching.. But that adds to the sturdiness. So that's okay.The mobile holder also is a bit tight to insert the phone and remove. But again, you needn't fear about the mobile loosening and falling off.,For the price it is the best, it's hard but without hardness it cannot withhold a weight of tabletSo the the hardness makes sense,Not bad it's okaysVery nice product bro value for money but you ask the store in this product how much other ways the quality and material are good,Better for streaming videos because if you fit your phone in this and then touch it then it moves due to the weight of phone or use this for any work where you don’t have to touch your phone frequently such as video calling or voice calling etc.  Otherwise it’s good,Very useful for students for their online study, aslo useful for movie lovers.,Using for Kindle on bed. Quite sturdy and good clamp. Length of wire should have been slightly more by 9 inches which will enable user to hold the mobile/ Kindle at a good distance.,The length is not great but the product is perfect for its prize and solves the purpos, using it as a bed arm,Works well enough, it isn’t really stable and tend to vibrate and shake when holding tablet and some heavier phones.Also I can only hold phone horizontally, that means it gonna block charging ports and speakers.",199,0.5
